"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",100_metres_en.wikipedia.org_desktop_all-agents,10_Gigabit_Ethernet_en.wikipedia.org_desktop_all-agents,1551_en.wikipedia.org_desktop_all-agents,1896_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1936_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1976_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1980_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1984_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,1999_(Prince_album)_en.wikipedia.org_desktop_all-agents,2000_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2007_tuberculosis_scare_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2012_Benghazi_attack_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2014_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2015_NCAA_Men's_Division_I_Basketball_Tournament_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Asia_Cup_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents,2016_European_Men's_Handball_Championship_en.wikipedia.org_desktop_all-agents,2016_FIFA_Club_World_Cup_en.wikipedia.org_desktop_all-agents,2016_FIFA_Futsal_World_Cup_en.wikipedia.org_desktop_all-agents,2016_Giro_d'Italia_en.wikipedia.org_desktop_all-agents,2016_ICC_World_Twenty20_en.wikipedia.org_desktop_all-agents,2016_IIHF_World_Championship_en.wikipedia.org_desktop_all-agents,2016_Indian_Premier_League_en.wikipedia.org_desktop_all-agents,2016_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2016_NFL_Draft_en.wikipedia.org_desktop_all-agents,2016_NHL_Entry_Draft_en.wikipedia.org_desktop_all-agents,2016_Republican_National_Convention_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_closing_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_opening_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Paralympics_en.wikipedia.org_desktop_all-agents,2016_Thomas_&_Uber_Cup_en.wikipedia.org_desktop_all-agents,2016_Tour_de_France_en.wikipedia.org_desktop_all-agents,2016_UEFA_Europa_League_Final_en.wikipedia.org_desktop_all-agents,2016_United_States_men's_Olympic_basketball_team_en.wikipedia.org_desktop_all-agents,2016_World_Cup_of_Hockey_en.wikipedia.org_desktop_all-agents,2017_FIFA_Confederations_Cup_en.wikipedia.org_desktop_all-agents,2017_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(CONMEBOL)_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(UEFA)_en.wikipedia.org_desktop_all-agents,2018_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2020_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2022_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2024_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2028_Summer_Olympics_en.wikipedia.org_desktop_all-agents,3_Doors_Down_en.wikipedia.org_desktop_all-agents,4K_resolution_en.wikipedia.org_desktop_all-agents,58th_Annual_Grammy_Awards_en.wikipedia.org_desktop_all-agents,88th_Academy_Awards_en.wikipedia.org_desktop_all-agents,A.C._Milan_en.wikipedia.org_desktop_all-agents,A.J._Styles_en.wikipedia.org_desktop_all-agents,AC/DC_en.wikipedia.org_desktop_all-agents,AK-47_en.wikipedia.org_desktop_all-agents,AMGTV_en.wikipedia.org_desktop_all-agents,AR-15_en.wikipedia.org_desktop_all-agents,A_Monster_Calls_(film)_en.wikipedia.org_desktop_all-agents,A_Series_of_Unfortunate_Events_en.wikipedia.org_desktop_all-agents,A_Song_of_Ice_and_Fire_en.wikipedia.org_desktop_all-agents,Aamir_Khan_en.wikipedia.org_desktop_all-agents,Aaron_Lewis_en.wikipedia.org_desktop_all-agents,Aberfan_disaster_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Actor_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Picture_en.wikipedia.org_desktop_all-agents,Adam_Johnson_(footballer)_en.wikipedia.org_desktop_all-agents,Adam_Levine_en.wikipedia.org_desktop_all-agents,Adele_en.wikipedia.org_desktop_all-agents,Adewale_Akinnuoye-Agbaje_en.wikipedia.org_desktop_all-agents,Adobe_Photoshop_en.wikipedia.org_desktop_all-agents,Adolf_Hitler_en.wikipedia.org_desktop_all-agents,Agent_Carter_(season_2)_en.wikipedia.org_desktop_all-agents,Agents_of_S.H.I.E.L.D._en.wikipedia.org_desktop_all-agents,Agile_software_development_en.wikipedia.org_desktop_all-agents,Ahrar_ash-Sham_en.wikipedia.org_desktop_all-agents,Airlift_(film)_en.wikipedia.org_desktop_all-agents,Akshay_Kumar_en.wikipedia.org_desktop_all-agents,Aladdin_Sane_en.wikipedia.org_desktop_all-agents,Alan_Colmes_en.wikipedia.org_desktop_all-agents,Alan_Thicke_en.wikipedia.org_desktop_all-agents,Alan_Tudyk_en.wikipedia.org_desktop_all-agents,Alaska_en.wikipedia.org_desktop_all-agents,"Albert,_Prince_Consort_en.wikipedia.org_desktop_all-agents",Albert_Einstein_en.wikipedia.org_desktop_all-agents,Albus_Dumbledore_en.wikipedia.org_desktop_all-agents,Alex_(parrot)_en.wikipedia.org_desktop_all-agents,Alex_Jones_(radio_host)_en.wikipedia.org_desktop_all-agents,Alexander_I_of_Russia_en.wikipedia.org_desktop_all-agents,Alexandre_Pato_en.wikipedia.org_desktop_all-agents,Alexis_Arquette_en.wikipedia.org_desktop_all-agents,Alexis_Ohanian_en.wikipedia.org_desktop_all-agents
1517.0,2180.0,395.0,15.0,419.0,575.0,567.0,565.0,686.0,719.0,3677.0,206.0,832.0,1471.0,1039.0,10.0,1316.0,217.0,2021.0,2739.0,997.0,4935.0,175.0,26943.0,152.0,324.0,64.0,471.0,143.0,107.0,3545.0,73.0,158.0,156.0,2.0,92.0,390.0,26.0,28.0,97.0,241.0,15.0,1009.0,101.0,195.0,37.0,2607.0,38.0,46544.0,9851.0,27208.0,1171.0,3436.0,1526.0,2691.0,746.0,671.0,2467.0,13.0,292.0,6344.0,741.0,4526.0,2419.0,24.0,1602.0,411.0,900.0,4782.0,3231.0,389.0,140.0,1480.0,3113.0,181.0,8174.0,2978.0,1587.0,1930.0,7801.0,9.0,5390.0,2038.0,165.0,617.0,2591.0,386.0,98.0,382.0,995.0,2755.0,957.0,5781.0,1296.0,1253.0,877.0,444.0,587.0,458.0,353.0
1662.25,2020.5,390.5,13.75,394.75,615.5,594.75,559.5,651.25,704.25,3669.75,211.75,811.75,1454.5,1109.0,10.0,1279.75,215.5,1997.0,2727.0,1016.25,4740.0,168.0,27100.25,159.5,348.5,67.25,449.75,165.0,116.0,3365.75,74.5,148.25,160.25,3.25,95.75,408.75,30.75,25.75,92.75,238.75,16.75,1277.75,96.25,201.0,40.25,2583.5,42.0,41662.5,8539.5,23946.75,1145.25,3167.5,1567.5,2798.5,719.75,688.5,2480.5,13.75,304.0,5921.75,731.5,4638.25,2370.75,25.25,1588.75,421.75,900.75,4924.0,3277.75,381.75,148.5,1557.25,3261.5,182.75,6994.0,3011.75,1606.25,2022.25,8106.75,11.0,5414.5,2093.5,156.0,608.5,2623.5,390.25,98.5,387.0,1023.75,2766.0,952.25,6047.0,1410.75,1038.5,892.0,460.5,874.0,488.75,363.25
1807.5,1861.0,386.0,12.5,370.5,656.0,622.5,554.0,616.5,689.5,3662.5,217.5,791.5,1438.0,1179.0,10.0,1243.5,214.0,1973.0,2715.0,1035.5,4545.0,161.0,27257.5,167.0,373.0,70.5,428.5,187.0,125.0,3186.5,76.0,138.5,164.5,4.5,99.5,427.5,35.5,23.5,88.5,236.5,18.5,1546.5,91.5,207.0,43.5,2560.0,46.0,36781.0,7228.0,20685.5,1119.5,2899.0,1609.0,2906.0,693.5,706.0,2494.0,14.5,316.0,5499.5,722.0,4750.5,2322.5,26.5,1575.5,432.5,901.5,5066.0,3324.5,374.5,157.0,1634.5,3410.0,184.5,5814.0,3045.5,1625.5,2114.5,8412.5,13.0,5439.0,2149.0,147.0,600.0,2656.0,394.5,99.0,392.0,1052.5,2777.0,947.5,6313.0,1525.5,824.0,907.0,477.0,1161.0,519.5,373.5
1952.75,1701.5,381.5,11.25,346.25,696.5,650.25,548.5,581.75,674.75,3655.25,223.25,771.25,1421.5,1249.0,10.0,1207.25,212.5,1949.0,2703.0,1054.75,4350.0,154.0,27414.75,174.5,397.5,73.75,407.25,209.0,134.0,3007.25,77.5,128.75,168.75,5.75,103.25,446.25,40.25,21.25,84.25,234.25,20.25,1815.25,86.75,213.0,46.75,2536.5,50.0,31899.5,5916.5,17424.25,1093.75,2630.5,1650.5,3013.5,667.25,723.5,2507.5,15.25,328.0,5077.25,712.5,4862.75,2274.25,27.75,1562.25,443.25,902.25,5208.0,3371.25,367.25,165.5,1711.75,3558.5,186.25,4634.0,3079.25,1644.75,2206.75,8718.25,15.0,5463.5,2204.5,138.0,591.5,2688.5,398.75,99.5,397.0,1081.25,2788.0,942.75,6579.0,1640.25,609.5,922.0,493.5,1448.0,550.25,383.75
2098.0,1542.0,377.0,10.0,322.0,737.0,678.0,543.0,547.0,660.0,3648.0,229.0,751.0,1405.0,1319.0,10.0,1171.0,211.0,1925.0,2691.0,1074.0,4155.0,147.0,27572.0,182.0,422.0,77.0,386.0,231.0,143.0,2828.0,79.0,119.0,173.0,7.0,107.0,465.0,45.0,19.0,80.0,232.0,22.0,2084.0,82.0,219.0,50.0,2513.0,54.0,27018.0,4605.0,14163.0,1068.0,2362.0,1692.0,3121.0,641.0,741.0,2521.0,16.0,340.0,4655.0,703.0,4975.0,2226.0,29.0,1549.0,454.0,903.0,5350.0,3418.0,360.0,174.0,1789.0,3707.0,188.0,3454.0,3113.0,1664.0,2299.0,9024.0,17.0,5488.0,2260.0,129.0,583.0,2721.0,403.0,100.0,402.0,1110.0,2799.0,938.0,6845.0,1755.0,395.0,937.0,510.0,1735.0,581.0,394.0
2048.0,1523.5,555.25,10.75,350.25,981.25,722.5,646.5,583.75,827.5,3720.25,234.5,829.0,1450.25,1301.25,11.25,1259.5,214.25,1811.75,2904.25,1114.75,4274.5,172.25,28414.25,187.75,480.5,82.75,415.25,211.25,135.0,2882.25,82.75,119.75,186.5,7.0,113.0,514.0,48.5,19.5,95.0,234.5,18.5,2120.25,95.0,233.0,47.75,3895.0,60.0,24303.25,4126.5,12236.25,1413.0,3306.25,2580.75,6806.75,1130.0,759.5,2758.5,17.0,347.75,4757.75,740.25,5073.0,2467.75,30.5,1630.25,496.0,961.5,5710.75,3546.5,398.0,170.0,1828.25,3691.75,197.0,3423.0,3223.5,1717.5,2392.25,9214.5,18.25,5696.75,3086.0,148.5,609.75,2754.75,418.5,120.25,424.5,1104.75,3048.25,929.5,7168.0,1662.0,382.25,981.0,513.5,1641.0,614.5,438.5
1998.0,1505.0,733.5,11.5,378.5,1225.5,767.0,750.0,620.5,995.0,3792.5,240.0,907.0,1495.5,1283.5,12.5,1348.0,217.5,1698.5,3117.5,1155.5,4394.0,197.5,29256.5,193.5,539.0,88.5,444.5,191.5,127.0,2936.5,86.5,120.5,200.0,7.0,119.0,563.0,52.0,20.0,110.0,237.0,15.0,2156.5,108.0,247.0,45.5,5277.0,66.0,21588.5,3648.0,10309.5,1758.0,4250.5,3469.5,10492.5,1619.0,778.0,2996.0,18.0,355.5,4860.5,777.5,5171.0,2709.5,32.0,1711.5,538.0,1020.0,6071.5,3675.0,436.0,166.0,1867.5,3676.5,206.0,3392.0,3334.0,1771.0,2485.5,9405.0,19.5,5905.5,3912.0,168.0,636.5,2788.5,434.0,140.5,447.0,1099.5,3297.5,921.0,7491.0,1569.0,369.5,1025.0,517.0,1547.0,648.0,483.0
1948.0,1486.5,911.75,12.25,406.75,1469.75,811.5,853.5,657.25,1162.5,3864.75,245.5,985.0,1540.75,1265.75,13.75,1436.5,220.75,1585.25,3330.75,1196.25,4513.5,222.75,30098.75,199.25,597.5,94.25,473.75,171.75,119.0,2990.75,90.25,121.25,213.5,7.0,125.0,612.0,55.5,20.5,125.0,239.5,11.5,2192.75,121.0,261.0,43.25,6659.0,72.0,18873.75,3169.5,8382.75,2103.0,5194.75,4358.25,14178.25,2108.0,796.5,3233.5,19.0,363.25,4963.25,814.75,5269.0,2951.25,33.5,1792.75,580.0,1078.5,6432.25,3803.5,474.0,162.0,1906.75,3661.25,215.0,3361.0,3444.5,1824.5,2578.75,9595.5,20.75,6114.25,4738.0,187.5,663.25,2822.25,449.5,160.75,469.5,1094.25,3546.75,912.5,7814.0,1476.0,356.75,1069.0,520.5,1453.0,681.5,527.5
1898.0,1468.0,1090.0,13.0,435.0,1714.0,856.0,957.0,694.0,1330.0,3937.0,251.0,1063.0,1586.0,1248.0,15.0,1525.0,224.0,1472.0,3544.0,1237.0,4633.0,248.0,30941.0,205.0,656.0,100.0,503.0,152.0,111.0,3045.0,94.0,122.0,227.0,7.0,131.0,661.0,59.0,21.0,140.0,242.0,8.0,2229.0,134.0,275.0,41.0,8041.0,78.0,16159.0,2691.0,6456.0,2448.0,6139.0,5247.0,17864.0,2597.0,815.0,3471.0,20.0,371.0,5066.0,852.0,5367.0,3193.0,35.0,1874.0,622.0,1137.0,6793.0,3932.0,512.0,158.0,1946.0,3646.0,224.0,3330.0,3555.0,1878.0,2672.0,9786.0,22.0,6323.0,5564.0,207.0,690.0,2856.0,465.0,181.0,492.0,1089.0,3796.0,904.0,8137.0,1383.0,344.0,1113.0,524.0,1359.0,715.0,572.0
1860.75,1399.25,1114.0,13.5,455.25,1545.75,913.25,943.5,686.75,1551.5,3888.25,257.0,1070.0,1558.75,1267.0,15.5,1542.0,218.5,1540.5,3396.75,1159.25,4446.0,248.25,29996.5,189.25,636.75,101.25,495.0,148.75,105.25,2800.25,95.25,123.5,224.5,7.0,188.75,655.25,55.5,21.25,147.75,236.0,9.0,1904.5,139.0,248.25,44.0,6652.0,70.75,13964.25,2403.0,5581.5,2338.5,5959.75,5061.5,16818.75,2500.75,806.25,3509.5,16.75,361.75,5158.5,834.0,5339.5,3359.5,34.5,1852.75,722.25,1129.25,6675.25,3882.5,509.0,162.0,1905.25,3578.5,227.75,3279.75,3523.5,1850.75,2633.75,9774.25,19.25,6243.75,5622.5,217.75,676.5,2822.0,468.25,176.5,525.5,1051.75,3794.0,898.0,8179.25,1297.25,368.75,1091.75,536.25,1238.0,963.5,547.5
1823.5,1330.5,1138.0,14.0,475.5,1377.5,970.5,930.0,679.5,1773.0,3839.5,263.0,1077.0,1531.5,1286.0,16.0,1559.0,213.0,1609.0,3249.5,1081.5,4259.0,248.5,29052.0,173.5,617.5,102.5,487.0,145.5,99.5,2555.5,96.5,125.0,222.0,7.0,246.5,649.5,52.0,21.5,155.5,230.0,10.0,1580.0,144.0,221.5,47.0,5263.0,63.5,11769.5,2115.0,4707.0,2229.0,5780.5,4876.0,15773.5,2404.5,797.5,3548.0,13.5,352.5,5251.0,816.0,5312.0,3526.0,34.0,1831.5,822.5,1121.5,6557.5,3833.0,506.0,166.0,1864.5,3511.0,231.5,3229.5,3492.0,1823.5,2595.5,9762.5,16.5,6164.5,5681.0,228.5,663.0,2788.0,471.5,172.0,559.0,1014.5,3792.0,892.0,8221.5,1211.5,393.5,1070.5,548.5,1117.0,1212.0,523.0
1786.25,1261.75,1162.0,14.5,495.75,1209.25,1027.75,916.5,672.25,1994.5,3790.75,269.0,1084.0,1504.25,1305.0,16.5,1576.0,207.5,1677.5,3102.25,1003.75,4072.0,248.75,28107.5,157.75,598.25,103.75,479.0,142.25,93.75,2310.75,97.75,126.5,219.5,7.0,304.25,643.75,48.5,21.75,163.25,224.0,11.0,1255.5,149.0,194.75,50.0,3874.0,56.25,9574.75,1827.0,3832.5,2119.5,5601.25,4690.5,14728.25,2308.25,788.75,3586.5,10.25,343.25,5343.5,798.0,5284.5,3692.5,33.5,1810.25,922.75,1113.75,6439.75,3783.5,503.0,170.0,1823.75,3443.5,235.25,3179.25,3460.5,1796.25,2557.25,9750.75,13.75,6085.25,5739.5,239.25,649.5,2754.0,474.75,167.5,592.5,977.25,3790.0,886.0,8263.75,1125.75,418.25,1049.25,560.75,996.0,1460.5,498.5
1749.0,1193.0,1186.0,15.0,516.0,1041.0,1085.0,903.0,665.0,2216.0,3742.0,275.0,1091.0,1477.0,1324.0,17.0,1593.0,202.0,1746.0,2955.0,926.0,3885.0,249.0,27163.0,142.0,579.0,105.0,471.0,139.0,88.0,2066.0,99.0,128.0,217.0,7.0,362.0,638.0,45.0,22.0,171.0,218.0,12.0,931.0,154.0,168.0,53.0,2485.0,49.0,7380.0,1539.0,2958.0,2010.0,5422.0,4505.0,13683.0,2212.0,780.0,3625.0,7.0,334.0,5436.0,780.0,5257.0,3859.0,33.0,1789.0,1023.0,1106.0,6322.0,3734.0,500.0,174.0,1783.0,3376.0,239.0,3129.0,3429.0,1769.0,2519.0,9739.0,11.0,6006.0,5798.0,250.0,636.0,2720.0,478.0,163.0,626.0,940.0,3788.0,880.0,8306.0,1040.0,443.0,1028.0,573.0,875.0,1709.0,474.0
1883.5,1237.5,1179.25,15.25,500.5,1014.25,1058.0,846.75,637.25,1917.0,3706.5,267.0,1076.5,1457.5,1294.0,19.25,1528.5,190.0,6491.75,2799.5,878.25,3801.25,243.25,26780.0,142.0,591.0,103.5,477.75,138.25,79.5,1953.5,103.25,127.75,214.5,7.75,338.25,624.75,51.5,21.5,162.5,215.5,13.75,837.0,171.5,158.5,57.25,2262.25,48.25,6666.5,1384.5,2684.25,1824.0,4737.5,4085.5,11435.75,1896.5,800.25,3580.0,8.25,328.75,5160.25,772.5,5236.5,3657.25,35.25,1803.25,917.0,1098.75,6223.75,3676.25,498.75,161.25,1764.75,3330.0,237.25,3170.75,3400.5,1776.75,2759.25,9742.0,12.5,5878.75,5820.0,242.0,635.5,2702.75,485.75,170.0,614.0,1082.5,3809.75,880.75,8296.75,1016.75,418.5,1007.0,589.0,1137.5,1462.0,503.5
2018.0,1282.0,1172.5,15.5,485.0,987.5,1031.0,790.5,609.5,1618.0,3671.0,259.0,1062.0,1438.0,1264.0,21.5,1464.0,178.0,11237.5,2644.0,830.5,3717.5,237.5,26397.0,142.0,603.0,102.0,484.5,137.5,71.0,1841.0,107.5,127.5,212.0,8.5,314.5,611.5,58.0,21.0,154.0,213.0,15.5,743.0,189.0,149.0,61.5,2039.5,47.5,5953.0,1230.0,2410.5,1638.0,4053.0,3666.0,9188.5,1581.0,820.5,3535.0,9.5,323.5,4884.5,765.0,5216.0,3455.5,37.5,1817.5,811.0,1091.5,6125.5,3618.5,497.5,148.5,1746.5,3284.0,235.5,3212.5,3372.0,1784.5,2999.5,9745.0,14.0,5751.5,5842.0,234.0,635.0,2685.5,493.5,177.0,602.0,1225.0,3831.5,881.5,8287.5,993.5,394.0,986.0,605.0,1400.0,1215.0,533.0
2152.5,1326.5,1165.75,15.75,469.5,960.75,1004.0,734.25,581.75,1319.0,3635.5,251.0,1047.5,1418.5,1234.0,23.75,1399.5,166.0,15983.25,2488.5,782.75,3633.75,231.75,26014.0,142.0,615.0,100.5,491.25,136.75,62.5,1728.5,111.75,127.25,209.5,9.25,290.75,598.25,64.5,20.5,145.5,210.5,17.25,649.0,206.5,139.5,65.75,1816.75,46.75,5239.5,1075.5,2136.75,1452.0,3368.5,3246.5,6941.25,1265.5,840.75,3490.0,10.75,318.25,4608.75,757.5,5195.5,3253.75,39.75,1831.75,705.0,1084.25,6027.25,3560.75,496.25,135.75,1728.25,3238.0,233.75,3254.25,3343.5,1792.25,3239.75,9748.0,15.5,5624.25,5864.0,226.0,634.5,2668.25,501.25,184.0,590.0,1367.5,3853.25,882.25,8278.25,970.25,369.5,965.0,621.0,1662.5,968.0,562.5
2287.0,1371.0,1159.0,16.0,454.0,934.0,977.0,678.0,554.0,1020.0,3600.0,243.0,1033.0,1399.0,1204.0,26.0,1335.0,154.0,20729.0,2333.0,735.0,3550.0,226.0,25631.0,142.0,627.0,99.0,498.0,136.0,54.0,1616.0,116.0,127.0,207.0,10.0,267.0,585.0,71.0,20.0,137.0,208.0,19.0,555.0,224.0,130.0,70.0,1594.0,46.0,4526.0,921.0,1863.0,1266.0,2684.0,2827.0,4694.0,950.0,861.0,3445.0,12.0,313.0,4333.0,750.0,5175.0,3052.0,42.0,1846.0,599.0,1077.0,5929.0,3503.0,495.0,123.0,1710.0,3192.0,232.0,3296.0,3315.0,1800.0,3480.0,9751.0,17.0,5497.0,5886.0,218.0,634.0,2651.0,509.0,191.0,578.0,1510.0,3875.0,883.0,8269.0,947.0,345.0,944.0,637.0,1925.0,721.0,592.0
2158.5,1250.5,1155.25,16.0,444.25,902.25,917.0,696.75,551.5,948.25,3583.25,248.5,1015.25,1371.5,1204.75,23.5,1331.25,148.75,18106.0,2596.25,885.5,3487.75,225.0,25638.0,143.75,605.5,97.0,491.5,127.25,50.0,1658.0,107.75,122.75,202.25,9.0,229.5,567.5,62.25,19.75,128.25,196.25,17.5,512.75,229.75,141.25,65.75,1444.75,45.25,4317.75,872.75,1757.75,1346.5,2776.25,3075.5,4395.25,911.0,858.75,3451.5,10.75,308.25,5365.25,760.0,5072.0,2989.0,38.25,1799.25,555.25,1080.75,5869.25,3490.5,489.75,136.0,1719.25,3215.5,227.5,3261.5,3206.5,1788.0,3207.75,9664.75,17.5,5400.75,5765.25,211.75,618.25,2632.25,488.75,191.75,627.5,1491.75,3804.0,923.25,8130.25,940.0,335.0,919.5,609.25,1691.5,667.5,554.5
2030.0,1130.0,1151.5,16.0,434.5,870.5,857.0,715.5,549.0,876.5,3566.5,254.0,997.5,1344.0,1205.5,21.0,1327.5,143.5,15483.0,2859.5,1036.0,3425.5,224.0,25645.0,145.5,584.0,95.0,485.0,118.5,46.0,1700.0,99.5,118.5,197.5,8.0,192.0,550.0,53.5,19.5,119.5,184.5,16.0,470.5,235.5,152.5,61.5,1295.5,44.5,4109.5,824.5,1652.5,1427.0,2868.5,3324.0,4096.5,872.0,856.5,3458.0,9.5,303.5,6397.5,770.0,4969.0,2926.0,34.5,1752.5,511.5,1084.5,5809.5,3478.0,484.5,149.0,1728.5,3239.0,223.0,3227.0,3098.0,1776.0,2935.5,9578.5,18.0,5304.5,5644.5,205.5,602.5,2613.5,468.5,192.5,677.0,1473.5,3733.0,963.5,7991.5,933.0,325.0,895.0,581.5,1458.0,614.0,517.0
1901.5,1009.5,1147.75,16.0,424.75,838.75,797.0,734.25,546.5,804.75,3549.75,259.5,979.75,1316.5,1206.25,18.5,1323.75,138.25,12860.0,3122.75,1186.5,3363.25,223.0,25652.0,147.25,562.5,93.0,478.5,109.75,42.0,1742.0,91.25,114.25,192.75,7.0,154.5,532.5,44.75,19.25,110.75,172.75,14.5,428.25,241.25,163.75,57.25,1146.25,43.75,3901.25,776.25,1547.25,1507.5,2960.75,3572.5,3797.75,833.0,854.25,3464.5,8.25,298.75,7429.75,780.0,4866.0,2863.0,30.75,1705.75,467.75,1088.25,5749.75,3465.5,479.25,162.0,1737.75,3262.5,218.5,3192.5,2989.5,1764.0,2663.25,9492.25,18.5,5208.25,5523.75,199.25,586.75,2594.75,448.25,193.25,726.5,1455.25,3662.0,1003.75,7852.75,926.0,315.0,870.5,553.75,1224.5,560.5,479.5
1773.0,889.0,1144.0,16.0,415.0,807.0,737.0,753.0,544.0,733.0,3533.0,265.0,962.0,1289.0,1207.0,16.0,1320.0,133.0,10237.0,3386.0,1337.0,3301.0,222.0,25659.0,149.0,541.0,91.0,472.0,101.0,38.0,1784.0,83.0,110.0,188.0,6.0,117.0,515.0,36.0,19.0,102.0,161.0,13.0,386.0,247.0,175.0,53.0,997.0,43.0,3693.0,728.0,1442.0,1588.0,3053.0,3821.0,3499.0,794.0,852.0,3471.0,7.0,294.0,8462.0,790.0,4763.0,2800.0,27.0,1659.0,424.0,1092.0,5690.0,3453.0,474.0,175.0,1747.0,3286.0,214.0,3158.0,2881.0,1752.0,2391.0,9406.0,19.0,5112.0,5403.0,193.0,571.0,2576.0,428.0,194.0,776.0,1437.0,3591.0,1044.0,7714.0,919.0,305.0,846.0,526.0,991.0,507.0,442.0
1859.75,924.5,1090.5,14.75,460.0,788.25,806.5,792.75,600.0,858.25,3551.25,269.25,1078.75,1289.25,1153.0,14.75,2043.25,154.25,8820.25,3431.75,1255.25,3303.75,205.5,25857.25,135.5,534.0,87.5,460.75,109.0,37.25,1664.75,88.0,112.75,192.0,6.75,114.5,500.25,39.0,22.0,120.25,189.0,12.75,359.25,225.0,165.5,55.0,952.0,44.5,3489.25,697.5,1342.75,4165.0,5028.0,13091.25,5822.0,1434.0,872.0,3353.75,7.25,299.0,7706.25,764.5,4709.0,2748.5,26.5,1611.25,424.75,1063.0,6165.25,3446.75,471.25,164.5,1771.75,3343.25,218.5,3077.5,2930.25,1717.25,2353.0,9944.75,16.75,5008.25,5162.0,190.5,567.75,2582.75,424.5,174.75,750.75,1376.0,3478.5,1016.0,7483.25,923.75,301.75,841.75,517.25,1112.75,510.0,413.5
1946.5,960.0,1037.0,13.5,505.0,769.5,876.0,832.5,656.0,983.5,3569.5,273.5,1195.5,1289.5,1099.0,13.5,2766.5,175.5,7403.5,3477.5,1173.5,3306.5,189.0,26055.5,122.0,527.0,84.0,449.5,117.0,36.5,1545.5,93.0,115.5,196.0,7.5,112.0,485.5,42.0,25.0,138.5,217.0,12.5,332.5,203.0,156.0,57.0,907.0,46.0,3285.5,667.0,1243.5,6742.0,7003.0,22361.5,8145.0,2074.0,892.0,3236.5,7.5,304.0,6950.5,739.0,4655.0,2697.0,26.0,1563.5,425.5,1034.0,6640.5,3440.5,468.5,154.0,1796.5,3400.5,223.0,2997.0,2979.5,1682.5,2315.0,10483.5,14.5,4904.5,4921.0,188.0,564.5,2589.5,421.0,155.5,725.5,1315.0,3366.0,988.0,7252.5,928.5,298.5,837.5,508.5,1234.5,513.0,385.0
2033.25,995.5,983.5,12.25,550.0,750.75,945.5,872.25,712.0,1108.75,3587.75,277.75,1312.25,1289.75,1045.0,12.25,3489.75,196.75,5986.75,3523.25,1091.75,3309.25,172.5,26253.75,108.5,520.0,80.5,438.25,125.0,35.75,1426.25,98.0,118.25,200.0,8.25,109.5,470.75,45.0,28.0,156.75,245.0,12.25,305.75,181.0,146.5,59.0,862.0,47.5,3081.75,636.5,1144.25,9319.0,8978.0,31631.75,10468.0,2714.0,912.0,3119.25,7.75,309.0,6194.75,713.5,4601.0,2645.5,25.5,1515.75,426.25,1005.0,7115.75,3434.25,465.75,143.5,1821.25,3457.75,227.5,2916.5,3028.75,1647.75,2277.0,11022.25,12.25,4800.75,4680.0,185.5,561.25,2596.25,417.5,136.25,700.25,1254.0,3253.5,960.0,7021.75,933.25,295.25,833.25,499.75,1356.25,516.0,356.5
