,"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",100_metres_en.wikipedia.org_desktop_all-agents,10_Gigabit_Ethernet_en.wikipedia.org_desktop_all-agents,1551_en.wikipedia.org_desktop_all-agents,1896_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1936_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1976_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1980_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1984_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,1999_(Prince_album)_en.wikipedia.org_desktop_all-agents,2000_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2007_tuberculosis_scare_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2012_Benghazi_attack_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2014_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2015_NCAA_Men's_Division_I_Basketball_Tournament_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Asia_Cup_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents,2016_European_Men's_Handball_Championship_en.wikipedia.org_desktop_all-agents,2016_FIFA_Club_World_Cup_en.wikipedia.org_desktop_all-agents,2016_FIFA_Futsal_World_Cup_en.wikipedia.org_desktop_all-agents,2016_Giro_d'Italia_en.wikipedia.org_desktop_all-agents,2016_ICC_World_Twenty20_en.wikipedia.org_desktop_all-agents,2016_IIHF_World_Championship_en.wikipedia.org_desktop_all-agents,2016_Indian_Premier_League_en.wikipedia.org_desktop_all-agents,2016_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2016_NFL_Draft_en.wikipedia.org_desktop_all-agents,2016_NHL_Entry_Draft_en.wikipedia.org_desktop_all-agents,2016_Republican_National_Convention_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_closing_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_opening_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Paralympics_en.wikipedia.org_desktop_all-agents,2016_Thomas_&_Uber_Cup_en.wikipedia.org_desktop_all-agents,2016_Tour_de_France_en.wikipedia.org_desktop_all-agents,2016_UEFA_Europa_League_Final_en.wikipedia.org_desktop_all-agents,2016_United_States_men's_Olympic_basketball_team_en.wikipedia.org_desktop_all-agents,2016_World_Cup_of_Hockey_en.wikipedia.org_desktop_all-agents,2017_FIFA_Confederations_Cup_en.wikipedia.org_desktop_all-agents,2017_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(CONMEBOL)_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(UEFA)_en.wikipedia.org_desktop_all-agents,2018_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2020_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2022_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2024_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2028_Summer_Olympics_en.wikipedia.org_desktop_all-agents,3_Doors_Down_en.wikipedia.org_desktop_all-agents,4K_resolution_en.wikipedia.org_desktop_all-agents,58th_Annual_Grammy_Awards_en.wikipedia.org_desktop_all-agents,88th_Academy_Awards_en.wikipedia.org_desktop_all-agents,A.C._Milan_en.wikipedia.org_desktop_all-agents,A.J._Styles_en.wikipedia.org_desktop_all-agents,AC/DC_en.wikipedia.org_desktop_all-agents,AK-47_en.wikipedia.org_desktop_all-agents,AMGTV_en.wikipedia.org_desktop_all-agents,AR-15_en.wikipedia.org_desktop_all-agents,A_Monster_Calls_(film)_en.wikipedia.org_desktop_all-agents,A_Series_of_Unfortunate_Events_en.wikipedia.org_desktop_all-agents,A_Song_of_Ice_and_Fire_en.wikipedia.org_desktop_all-agents,Aamir_Khan_en.wikipedia.org_desktop_all-agents,Aaron_Lewis_en.wikipedia.org_desktop_all-agents,Aberfan_disaster_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Actor_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Picture_en.wikipedia.org_desktop_all-agents,Adam_Johnson_(footballer)_en.wikipedia.org_desktop_all-agents,Adam_Levine_en.wikipedia.org_desktop_all-agents,Adele_en.wikipedia.org_desktop_all-agents,Adewale_Akinnuoye-Agbaje_en.wikipedia.org_desktop_all-agents,Adobe_Photoshop_en.wikipedia.org_desktop_all-agents,Adolf_Hitler_en.wikipedia.org_desktop_all-agents,Agent_Carter_(season_2)_en.wikipedia.org_desktop_all-agents,Agents_of_S.H.I.E.L.D._en.wikipedia.org_desktop_all-agents,Agile_software_development_en.wikipedia.org_desktop_all-agents,Ahrar_ash-Sham_en.wikipedia.org_desktop_all-agents,Airlift_(film)_en.wikipedia.org_desktop_all-agents,Akshay_Kumar_en.wikipedia.org_desktop_all-agents,Aladdin_Sane_en.wikipedia.org_desktop_all-agents,Alan_Colmes_en.wikipedia.org_desktop_all-agents,Alan_Thicke_en.wikipedia.org_desktop_all-agents,Alan_Tudyk_en.wikipedia.org_desktop_all-agents,Alaska_en.wikipedia.org_desktop_all-agents,"Albert,_Prince_Consort_en.wikipedia.org_desktop_all-agents",Albert_Einstein_en.wikipedia.org_desktop_all-agents,Albus_Dumbledore_en.wikipedia.org_desktop_all-agents,Alex_(parrot)_en.wikipedia.org_desktop_all-agents,Alex_Jones_(radio_host)_en.wikipedia.org_desktop_all-agents,Alexander_I_of_Russia_en.wikipedia.org_desktop_all-agents,Alexandre_Pato_en.wikipedia.org_desktop_all-agents,Alexis_Arquette_en.wikipedia.org_desktop_all-agents,Alexis_Ohanian_en.wikipedia.org_desktop_all-agents
136,1087.0,401.0,405.0,9.0,347.0,815.0,521.0,301.0,367,429.0,2920.0,192.0,748,1236.0,3783.0,17.0,1002.0,96.0,2920.0,1486,380.0,4573.0,1092.0,19774,180.0,327.0,148.0,361.0,145.0,40.0,1062,117.0,307.0,185.0,19.0,294.0,270.0,30.0,8.0,71.0,133.0,15.0,113,76.0,90.0,351.0,718.0,41.0,17503.0,11836.0,1607.0,673.0,1018.0,411.0,844.0,283.0,627.0,2799.0,379.0,1001.0,2616.0,785.0,4153.0,5639.25,43,2132.0,272.0,768.0,2992.0,2798.0,273.0,110.0,1455.0,3254.0,90.0,3436.0,19775.0,807.0,1843.0,10894.0,835.0,6396.0,1989,632.0,1296.0,2356.0,337.0,133.0,383.0,1041.0,2584.0,864.0,7149.0,741.0,591.0,960.0,531.0,930.0,431.0,212.0
137,1074.0,570.0,490.0,8.0,682.0,982.0,597.0,346.0,409,490.0,3279.0,204.0,727,1415.0,4241.0,11.0,1269.0,88.0,3158.0,1666,299.0,4501.0,702.0,20195,200.0,607.0,204.0,358.0,196.0,57.0,1060,177.0,321.0,199.0,32.0,210.0,409.0,30.0,5.0,73.0,120.0,26.0,121,97.0,115.0,354.0,796.0,41.0,11959.0,4041.0,1474.0,686.0,969.0,490.0,935.0,321.0,596.0,3056.0,380.0,1320.0,1913.0,674.0,4091.0,6251.5,32,2116.0,393.0,892.0,3429.0,2613.0,286.0,147.0,1737.0,3493.0,163.0,3608.0,21615.0,997.0,2141.0,12430.0,946.0,6706.0,2512,714.0,1073.0,6282.0,370.0,117.0,502.0,1134.0,2980.0,941.0,9073.0,921.0,559.0,1127.0,630.0,1033.0,533.0,262.0
138,1259.0,789.0,1403.0,11.0,485.0,1466.0,964.0,374.0,443,519.0,3362.0,250.0,749,1650.0,5224.0,36.0,1486.0,121.0,3393.0,1674,481.0,4914.0,928.0,21357,206.0,637.0,232.0,443.0,227.0,54.0,1489,170.0,348.0,293.0,35.0,276.0,517.0,43.0,6.0,163.0,139.0,17.0,159,143.0,131.0,359.0,1098.0,69.0,10534.0,4857.0,1733.0,759.0,1308.0,549.0,1234.0,343.0,642.0,4039.0,481.0,1530.0,1923.0,755.0,4421.0,6863.75,31,2525.0,400.0,1021.0,4149.0,2845.0,377.0,190.0,1789.0,3575.0,156.0,3742.0,24984.0,997.0,2605.0,16757.0,1124.0,7047.0,5577,983.0,2027.0,2371.0,395.0,97.0,463.0,1032.0,4173.0,1044.0,11411.0,946.0,527.0,1290.0,743.0,764.0,563.0,422.0
139,1754.0,692.0,1439.0,14.0,489.0,1750.0,921.0,536.0,545,610.0,3282.0,234.0,788,1761.0,4388.0,24.0,1102.0,87.0,2957.0,1860,708.0,7937.0,1352.0,20209,203.0,580.0,204.0,617.0,206.0,42.0,1464,190.0,391.0,315.0,47.0,227.0,470.0,33.0,7.0,91.0,154.0,22.0,126,104.0,167.0,312.0,1355.0,58.0,29252.0,11305.0,2597.0,796.0,1147.0,507.0,1193.0,301.0,650.0,4351.0,506.0,1294.0,2382.0,722.0,4521.0,7476.0,38,2472.0,495.0,2084.0,4340.0,2819.0,399.0,215.0,1964.0,3450.0,186.0,4249.0,37379.0,1021.0,2646.0,17567.0,1123.0,7891.0,5720,1132.0,4373.0,2562.0,428.0,155.0,502.0,1080.0,4320.0,1013.0,12344.0,787.0,495.0,1225.0,742.0,1069.0,502.0,325.0
140,1544.0,903.0,1435.0,20.0,498.0,1627.0,850.0,488.0,502,571.0,3271.0,227.0,806,1667.0,4188.0,41.0,1176.0,112.0,3211.0,1682,486.0,5591.0,2167.0,18759,266.0,558.0,293.0,523.0,209.0,68.0,1345,158.0,365.0,394.0,31.0,225.0,503.0,26.0,6.0,91.0,177.0,28.0,109,101.0,141.0,279.0,1344.0,72.0,25292.0,7516.0,2675.0,743.0,1013.0,517.0,1006.0,251.0,782.0,4419.0,530.0,1270.0,1923.0,699.0,4638.0,7179.0,32,2604.0,407.0,2408.0,4507.0,2901.0,478.0,199.0,1716.0,3363.0,182.0,4475.0,44865.0,1014.0,2655.0,16783.0,1575.0,17747.0,5555,1080.0,10726.5,4576.0,385.0,154.0,764.0,1072.0,4141.0,944.0,13145.0,930.0,339.0,1108.0,901.0,925.0,663.0,295.0
141,1558.0,897.0,1491.0,10.0,419.0,1516.0,744.0,417.0,475,543.0,3261.0,228.0,1221,1341.0,3564.0,34.0,1532.0,125.0,3876.0,1665,391.0,4717.0,1712.0,19073,198.0,577.0,248.0,405.0,199.0,48.0,1829,151.0,345.0,345.0,37.0,255.0,601.0,31.0,13.0,100.0,155.0,20.0,141,110.0,148.0,226.0,772.0,76.0,7520.0,3727.0,1081.0,747.0,1054.0,455.0,959.0,264.0,726.0,4620.0,486.0,1352.0,2205.0,750.0,4803.0,7006.0,51,2472.0,991.0,1144.0,4171.0,2735.0,460.0,203.0,1909.0,3410.0,182.0,3951.0,49236.0,1085.0,2758.0,17979.0,1385.0,10849.0,5472,867.0,17080.0,3472.0,450.0,158.0,665.0,1214.0,3721.0,1000.0,12705.0,844.0,331.0,1060.0,796.0,1004.0,531.0,274.0
142,1266.0,703.0,1235.0,6.0,365.0,1445.0,783.0,386.0,470,499.0,3472.0,224.0,840,1197.0,2830.0,25.0,1116.0,100.0,2774.0,1502,354.0,4333.0,1147.0,20185,172.0,500.0,223.0,413.0,212.0,42.0,2061,150.0,328.0,296.0,32.0,211.0,534.0,26.0,7.0,79.0,130.0,26.0,107,115.0,124.0,246.0,692.0,67.0,4419.0,1856.0,692.0,725.0,988.0,454.0,947.0,233.0,748.0,4543.0,589.0,1425.0,2588.0,1115.0,4859.0,6121.0,50,2267.0,1188.0,942.0,3905.0,2544.0,416.0,217.0,1782.0,3019.0,186.0,3475.0,98881.0,1036.0,2459.0,16538.0,1154.0,8108.0,4810,754.0,10763.0,3033.0,694.0,137.0,565.0,1013.0,3487.0,942.0,12825.0,1015.0,366.0,1027.0,662.0,910.0,522.0,333.0
143,1128.0,482.0,436.0,17.0,231.0,809.0,495.0,279.0,321,395.0,3402.0,177.0,762,1008.0,1918.0,19.0,935.0,94.0,1781.0,1238,258.0,4262.0,604.0,20080,180.0,275.0,196.0,582.0,154.0,31.0,1198,130.0,325.0,215.0,23.0,170.0,295.0,21.0,6.0,58.0,126.0,21.0,88,78.0,124.0,189.0,459.0,59.0,3000.0,1212.0,461.0,634.0,810.0,353.0,725.0,213.0,636.0,3502.0,515.0,1242.0,3552.0,984.0,4344.0,4491.0,62,2164.0,654.0,746.0,3204.0,2804.0,299.0,175.0,1619.0,3196.0,123.0,3712.0,92129.0,812.0,1798.0,11056.0,1135.0,7099.0,2125,554.0,8395.0,3021.0,586.0,152.0,422.0,1095.0,2647.0,842.0,7721.0,1056.0,247.0,997.0,541.0,551.0,451.0,195.0
144,1147.0,533.0,496.0,13.0,328.0,899.0,613.0,394.0,335,394.0,3512.0,289.0,1001,1038.0,2134.0,11.0,1203.0,103.0,1575.0,1510,333.0,4051.0,630.0,20750,140.0,349.0,190.0,562.0,139.0,36.0,1213,153.0,280.0,208.0,55.0,224.0,421.0,33.0,6.0,78.0,152.0,23.0,85,145.0,113.0,197.0,410.0,67.0,2502.0,886.0,442.0,623.0,972.0,421.0,762.0,204.0,580.0,3569.0,658.0,1342.0,3270.0,817.0,4074.0,4120.0,22,2506.0,668.0,1051.0,3749.0,2485.0,318.0,179.0,1638.0,3203.0,165.0,3390.0,97359.0,1039.0,2154.0,12505.0,1254.0,7408.0,2532,564.0,5581.0,2767.0,538.0,86.0,475.0,1264.0,3061.0,1004.0,9597.0,879.0,624.0,1105.0,598.0,1691.0,460.0,231.0
145,1296.0,743.0,1278.0,18.0,395.0,1383.0,686.0,439.0,478,413.0,4515.0,245.0,1101,1133.0,2453.0,21.0,1382.0,126.0,2347.0,1606,581.0,4140.0,969.0,21940,191.0,593.0,321.0,597.0,169.0,47.0,1536,167.0,355.0,334.0,113.0,261.0,712.0,29.0,5.0,89.0,150.0,33.0,116,169.0,125.0,183.0,446.0,68.0,2512.0,804.0,470.0,726.0,1023.0,437.0,872.0,249.0,756.0,5191.0,1106.0,1667.0,2976.0,932.0,4735.0,4457.0,39,2597.0,619.0,1035.0,7373.0,4386.0,358.0,208.0,2019.0,3494.0,363.0,3476.0,93926.0,1068.0,2513.0,16671.0,1344.0,8390.0,5280,599.0,4225.0,2705.0,608.0,114.0,531.0,1413.0,3674.0,1016.0,11972.0,1037.0,618.5,1079.0,679.0,1441.0,621.0,283.0
146,1863.0,755.0,1405.0,21.0,426.0,1433.0,733.0,345.0,401,496.0,4441.0,210.0,892,1087.0,2469.0,26.0,1114.0,121.0,2440.0,1624,647.0,4229.0,954.0,19752,185.0,549.0,217.0,684.0,221.0,73.0,1408,137.0,390.0,287.0,65.0,291.0,582.0,30.0,3.0,98.0,123.0,29.0,133,271.0,154.0,159.0,423.0,53.0,2203.0,731.0,453.0,737.0,1051.0,442.0,880.0,243.0,754.0,5417.0,1350.0,1804.0,3179.0,779.0,4684.0,3921.0,37,2180.0,528.0,1022.0,7625.0,7211.333333333334,351.0,218.0,1935.0,3362.0,213.0,4232.0,84004.0,1056.0,2687.0,17012.0,1199.0,10058.0,5301,1100.0,4267.0,2858.0,561.0,116.0,603.0,1324.0,3864.0,908.0,14265.0,820.0,613.0,1022.0,715.0,1953.0,602.0,270.0
147,1454.0,587.0,1275.0,30.0,343.0,1029.0,625.0,351.0,343,398.0,4219.0,227.0,1266,1082.0,2067.0,34.0,1518.0,125.0,1928.0,1528,641.0,4080.0,1098.0,20263,180.0,408.0,292.0,866.0,199.0,60.0,1380,157.0,377.0,259.0,49.0,246.0,391.0,39.0,5.0,71.0,135.0,37.0,139,320.0,142.0,114.0,436.0,66.0,2092.0,645.0,378.0,692.0,926.0,485.0,897.0,226.0,610.0,5166.0,688.0,1628.0,2526.0,736.0,4437.0,3898.0,33,2072.0,508.0,995.0,5044.0,10036.666666666668,327.0,207.0,2323.0,3588.0,162.0,4193.0,99474.0,1148.0,2581.0,15715.0,1412.0,11508.0,4880,877.0,3583.0,2920.0,565.0,122.0,799.0,1355.0,3696.0,888.0,14968.0,720.0,453.0,902.0,611.0,2784.0,523.0,251.0
148,1106.0,591.0,976.0,27.0,320.0,930.0,559.0,332.0,343,387.0,3750.0,193.0,882,1061.0,1911.0,22.0,1185.0,96.0,1438.0,1490,596.0,3816.0,430.0,20261,214.0,305.0,219.0,628.0,193.0,60.0,2040,143.0,329.0,231.0,43.0,260.0,349.0,32.0,6.0,66.0,150.0,28.0,102,538.0,114.0,130.0,413.0,64.0,1793.0,567.0,315.0,590.0,914.0,385.0,840.0,217.0,632.0,5085.0,656.0,1420.0,4537.0,785.0,4464.0,3361.0,31,1796.0,423.0,856.0,3993.0,9170.333333333334,283.0,163.0,1761.0,2999.0,145.0,3676.0,83355.0,1160.0,2224.0,12236.0,1026.0,12958.0,3955,827.0,2684.0,2710.0,483.0,253.0,589.0,1080.0,2952.0,814.0,15671.0,902.0,281.0,1093.0,531.0,3023.0,388.0,244.0
149,1069.0,488.0,922.0,12.0,333.0,815.0,566.0,348.0,343,412.0,3509.0,177.0,1231,920.0,1675.0,16.0,1458.0,99.0,1323.0,1391,589.0,3750.0,560.0,20632,219.0,246.0,371.0,493.0,196.0,49.0,1985,125.0,365.0,236.0,62.0,253.0,335.0,26.0,6.0,85.0,143.0,26.0,104,429.0,120.0,117.0,397.0,50.0,1642.0,443.0,337.0,649.0,816.0,463.0,734.0,239.0,598.0,5974.0,645.0,1479.0,2801.0,655.0,6738.0,4055.0,30,1923.0,405.0,826.0,4088.0,8304.0,267.0,166.0,1789.0,3188.0,244.0,3198.0,61929.0,1042.0,2241.0,12715.0,993.0,9412.0,4016,990.0,2376.0,2464.0,444.0,124.0,473.0,1157.0,2624.0,849.0,10576.0,971.0,261.0,841.0,618.0,1258.0,428.0,214.0
150,1130.0,370.0,470.0,12.0,251.0,809.0,543.0,270.0,344,380.0,3842.0,240.0,841,888.0,1511.0,15.0,1048.0,80.0,1193.0,1338,528.0,3717.0,613.0,21366,237.0,264.0,283.0,495.0,167.0,22.0,1538,107.0,379.0,243.0,86.0,208.0,336.0,30.0,3.0,84.0,121.0,18.0,105,162.0,130.0,97.0,428.0,52.0,1492.0,606.0,283.0,714.0,720.0,415.0,747.0,230.0,613.0,4226.0,664.0,1466.0,3625.0,790.0,4622.0,4909.0,34,2063.0,392.0,730.0,3531.0,6558.0,288.0,163.0,1670.0,3402.0,257.0,3102.0,58301.0,1163.0,1981.0,9633.0,1055.0,8042.0,1951,717.0,1946.0,2468.0,430.0,117.0,469.0,1424.0,2510.0,872.0,8214.0,918.0,334.0,726.0,499.0,715.0,575.0,205.0
151,1183.0,557.0,581.0,23.0,314.0,931.0,660.0,317.0,351,391.0,4452.0,245.0,899,901.0,1774.0,16.0,1351.0,100.0,1400.0,1498,595.0,4047.0,419.0,22104,182.0,322.0,227.0,522.0,178.0,49.0,1470,100.0,291.0,281.0,70.0,247.0,366.0,32.0,7.0,86.0,120.0,6.0,112,166.0,140.0,118.0,415.0,56.0,1529.0,421.0,336.0,848.0,1251.0,583.0,2118.0,426.0,834.0,4159.0,760.0,1670.0,3521.0,748.0,4380.0,5141.0,47,1947.0,439.0,848.0,4264.0,5338.0,321.0,175.0,1881.0,3758.0,258.0,3276.0,54521.0,1478.0,2026.0,11224.0,1091.0,8376.0,2456,790.0,1979.0,2555.0,452.0,145.0,629.0,1527.0,3084.0,989.0,10442.0,954.0,365.0,866.0,542.0,615.0,462.0,218.0
152,1335.0,800.0,1377.0,9.0,482.0,1455.0,863.0,400.0,494,606.0,4007.0,309.0,897,1035.0,2222.0,26.0,1571.0,199.0,3431.0,1896,760.0,4277.0,781.0,23444,292.0,511.0,270.0,616.0,171.0,58.0,2856,155.0,443.0,583.0,80.0,269.0,583.0,27.0,3.0,122.0,171.0,20.0,140,204.0,295.0,268.0,508.0,98.0,1705.0,517.0,356.0,1418.0,2391.0,982.0,4312.0,842.0,850.0,5993.0,906.0,1997.0,2944.0,754.0,5126.0,3632.0,46,2153.0,467.0,1031.0,5403.0,5338.0,339.0,296.0,2111.0,3832.0,190.0,3183.0,59369.0,1447.0,2764.0,15610.0,1235.0,8907.0,5492,721.0,2371.0,2598.0,499.0,104.0,629.0,1463.0,4367.0,1044.0,13281.0,867.0,370.0,1114.0,1002.0,637.0,518.0,311.0
153,1400.0,760.0,1505.0,14.0,430.0,1596.0,846.0,410.0,474,644.0,3640.0,240.0,1038,1136.0,2442.0,39.0,1452.0,110.0,2731.0,1676,636.0,4432.0,1027.0,22298,275.0,562.0,266.0,612.0,208.0,57.0,2916,166.0,430.0,439.0,85.0,333.0,587.0,34.0,4.0,79.0,246.0,21.0,143,194.0,236.0,248.0,447.0,69.0,1812.0,592.0,353.0,1136.0,1461.0,768.0,2425.0,568.0,678.0,5281.0,936.0,2471.0,3289.0,826.0,5151.0,3693.0,23,2056.0,400.0,1119.0,4915.0,4258.0,416.0,182.0,2230.0,4376.0,224.0,3577.0,48523.0,1294.0,3006.0,17084.0,1342.0,10268.0,5757,782.0,2123.0,2358.0,497.0,96.0,575.0,1295.0,4976.0,1051.0,12651.0,879.0,486.0,1138.0,1045.0,725.0,536.0,321.0
154,1557.0,792.0,1299.0,27.0,427.0,1572.0,921.0,413.0,536,519.0,3377.0,300.0,956,1185.0,2983.0,30.0,1285.0,112.0,2361.0,1663,755.0,4154.0,1084.0,34402,227.0,625.0,285.0,589.0,225.0,79.0,1937,171.0,440.0,530.0,47.0,435.0,746.0,35.0,1.0,118.0,198.0,14.0,123,215.0,322.0,213.0,360.0,84.0,1647.0,564.0,258.0,1025.0,1211.0,679.0,1414.0,402.0,759.0,4934.0,1041.0,2955.0,3287.0,858.0,5714.0,4861.0,46,3477.0,374.0,1172.0,4670.0,3479.0,349.0,195.0,2403.0,4492.0,200.0,4253.0,43573.0,1328.0,2930.0,19277.0,2333.0,10949.5,5696,819.0,1753.0,2240.0,482.0,127.0,752.0,1244.0,4591.0,912.0,12709.0,843.0,390.0,2719.0,948.0,587.0,616.0,342.0
155,1612.0,702.0,1334.0,15.0,405.0,1586.0,851.0,363.0,434,519.0,3329.0,212.0,1152,1271.0,2955.0,24.0,1496.0,100.0,2186.0,1661,665.0,4708.0,987.0,21354,224.0,513.0,248.0,685.0,220.0,46.0,2077,149.0,390.0,1018.0,57.0,337.0,573.0,46.0,7.0,93.0,182.0,22.0,144,173.0,259.0,229.0,574.0,182.0,2125.0,520.0,450.0,885.0,1247.0,578.0,1208.0,282.0,685.0,4735.0,1061.0,2138.0,2367.0,881.0,5261.0,6586.0,41,20229.0,404.0,1240.0,5170.0,3030.0,420.0,211.0,2375.0,3847.0,203.0,3485.0,35023.0,1580.0,2523.0,17019.0,1414.0,11631.0,5399,590.0,1755.0,3358.0,443.0,141.0,668.0,1201.0,4009.0,957.0,12954.0,825.0,442.0,2671.0,851.0,522.0,524.0,292.0
156,2250.0,687.0,1226.0,31.0,418.0,1453.0,842.0,399.0,400,544.0,3200.0,268.0,1287,1199.0,2221.0,21.0,1745.0,292.0,1865.0,1629,649.0,4065.0,912.0,22821,267.0,497.0,303.0,656.0,228.0,57.0,2095,173.0,635.0,744.0,48.0,307.0,634.0,52.0,3.0,113.0,192.0,15.0,113,164.0,389.0,201.0,513.0,131.0,1678.0,481.0,303.0,797.0,1207.0,492.0,1058.0,275.0,746.0,4134.0,1122.0,1972.0,2403.0,793.0,5901.0,4487.0,50,10297.0,393.0,1418.0,7322.0,2899.0,564.0,196.0,2358.0,4020.0,188.0,3359.0,33844.0,1374.0,2434.0,16857.0,1287.0,8735.0,4546,556.0,1569.0,2289.0,500.0,118.0,612.0,1168.0,3638.0,953.0,12834.0,804.0,372.0,1685.0,806.0,699.0,520.0,256.0
157,1313.0,492.0,454.0,15.0,317.0,842.0,508.0,364.0,538,413.0,3000.0,202.0,963,890.0,1734.0,23.0,1261.0,98.0,1415.0,1331,692.0,3849.0,481.0,21155,263.0,338.0,324.0,540.0,189.0,56.0,2109,153.0,399.0,389.0,42.0,348.0,422.0,39.0,5.0,57.0,136.0,34.0,79,122.0,250.0,183.0,527.0,90.0,1504.0,417.0,292.0,664.0,889.0,404.0,813.0,259.0,659.0,3350.0,1034.0,1860.0,2237.0,864.0,4717.0,7049.0,36,7065.0,402.0,1883.0,4451.0,2789.0,361.0,128.0,1835.0,4314.0,328.0,3091.0,29472.0,1206.0,2137.0,10242.0,1114.0,7601.0,2246,459.0,1562.0,2474.0,492.0,101.0,486.0,1199.0,2810.0,696.0,10674.0,927.0,309.0,2120.0,563.0,1086.0,438.0,229.0
158,1341.0,604.0,471.0,12.0,303.0,1565.0,614.0,342.0,385,435.0,3257.0,198.0,813,1068.0,1872.0,20.0,1289.0,151.0,1470.0,1430,629.0,3754.0,470.0,22968,249.0,333.0,368.0,732.0,173.0,50.0,1734,137.0,368.0,402.0,54.0,310.0,460.0,23.0,11.0,69.0,153.0,26.0,106,148.0,257.0,172.0,498.0,89.0,1463.0,340.0,258.0,724.0,975.0,493.0,918.0,253.0,648.0,3519.0,1463.0,1982.0,3134.0,730.0,5210.0,6993.0,33,6290.0,416.0,1458.0,4696.0,2717.0,300.0,209.0,2184.0,4219.0,221.0,3144.0,29507.0,1266.0,1972.0,18829.0,1153.0,7928.0,2667,485.0,1736.0,2546.0,488.0,87.0,496.0,1173.0,3309.0,1077.0,9614.0,979.0,294.0,1481.0,690.0,1065.0,414.0,223.0
159,1905.0,763.0,1363.0,10.0,420.0,1559.0,869.0,465.0,488,534.0,5566.0,255.0,1103,1249.0,2642.0,13.0,1461.0,114.0,2886.0,1679,639.0,3976.0,958.0,25106,388.0,571.0,374.0,991.0,294.0,79.0,3855,193.0,584.0,551.0,81.0,441.0,663.0,49.0,4.0,100.0,182.0,21.0,130,207.0,326.0,226.0,533.0,92.0,1568.0,430.0,234.0,1015.0,1237.0,657.0,1143.0,295.0,771.0,4613.0,9627.0,2850.0,2876.0,829.0,6034.0,4803.0,38,8815.0,470.0,1593.0,6129.0,2572.0,435.0,290.0,2405.0,4530.0,191.0,5494.0,31540.0,1512.0,2613.0,19654.0,1295.0,8937.0,5711,626.0,2331.0,2779.0,493.0,177.0,653.0,1354.0,4107.0,1042.0,12273.0,987.0,349.0,1844.0,892.0,1382.0,522.0,265.0
160,3160.0,913.0,1362.0,18.0,400.0,1615.0,850.0,395.0,503,505.0,4757.0,311.0,1366,1095.0,2563.0,39.0,2035.0,138.0,2592.0,1772,479.0,3823.0,1003.0,20764,475.0,829.0,397.0,1027.0,266.0,35.0,5281,174.0,2437.0,578.0,74.0,431.0,1283.0,38.0,8.0,199.0,167.0,18.0,137,597.0,247.0,148.0,529.0,115.0,1432.0,399.0,240.0,900.0,1252.0,638.0,1260.0,315.0,763.0,4384.0,9011.5,3118.0,2474.0,850.0,5974.0,5464.0,40,6652.0,425.0,1485.0,5405.0,2669.0,451.0,208.0,2244.0,4439.0,210.0,5181.0,28105.0,1226.0,2620.0,20479.0,1402.0,10029.0,5950,847.0,2421.0,2529.0,763.0,157.0,582.0,1300.0,4015.0,1010.0,12648.0,935.0,387.0,1540.0,918.0,1624.0,559.0,270.0
